peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
90.65,1.75,V,38,0,8,0,0,4,0,N,1,2,2
80.31,1.65,M,43,0,9,4,0,3,0,N,0,1,1
78.74,1.68,V,50,0,7,0,20,6,0,N,0,1,1
45.51,1.59,M,41,60,0,6,0,10,0,N,0,0,0
85.49,1.76,V,33,0,0,0,13,6,0,N,2,2,2
80.59,1.65,M,44,0,12,6,0,3,0,N,1,1,0
78.72,1.74,V,27,0,17,8,0,0,0,N,2,3,4
90.83,1.74,V,37,0,0,1,16,11,0,N,0,0,0
97.26,1.76,V,18,0,11,1,12,15,0,N,1,1,2
46.08,1.6,M,56,140,1,1,0,0,2,N,2,4,4
81.11,1.69,M,29,0,8,2,1,3,0,N,1,3,4
85.68,1.71,M,25,0,0,4,9,8,0,N,0,1,1
83.49,1.66,M,25,0,7,0,4,0,0,N,2,1,1
88.59,1.73,M,49,0,0,0,5,5,0,N,2,2,2
96.45,1.83,V,41,0,4,2,12,4,0,N,1,3,3
54.5,1.74,V,59,20,12,0,0,1,0,N,2,3,3
78.54,1.61,M,30,0,12,0,0,5,0,N,2,4,4
69.42,1.65,M,60,0,0,3,7,1,0,N,0,2,3
47.82,1.63,M,51,30,0,4,0,0,0,N,0,1,0
70.4,1.58,M,23,0,0,3,0,6,0,S,1,3,3
93.05,1.77,V,72,0,0,5,1,0,1,N,2,2,1
47.82,1.63,M,44,50,0,6,10,3,NA,N,0,0,0
92.66,1.8,V,41,0,0,0,0,0,1,N,1,1,1
73.1,1.71,V,62,0,0,6,7,0,3,S,1,2,2
76.26,1.69,V,39,0,0,0,5,1,0,N,0,1,1
56.39,1.77,V,35,40,23,1,9,2,0,N,1,2,0
57.67,1.79,V,28,70,0,0,0,0,0,N,1,3,3
52.63,1.71,V,58,120,0,0,0,6,2,N,2,3,2
65.63,1.64,V,56,0,3,3,16,0,0,N,0,2,3
70,1.57,M,49,0,0,2,1,1,0,N,1,3,4
75.43,1.61,M,33,0,13,0,3,0,0,N,0,0,1
51.41,1.69,M,30,20,0,4,21,13,2,N,2,4,4
82.41,1.62,M,38,0,3,3,6,10,0,N,1,3,1
68.23,1.55,M,48,0,0,0,10,5,0,N,1,1,0
91.43,1.74,V,53,0,7,1,3,3,0,N,0,1,1
50.2,1.67,M,40,40,0,2,0,1,0,S,2,2,2
46.08,1.6,M,29,30,0,0,6,4,0,N,2,4,3
83.56,1.74,V,49,0,0,0,14,6,0,N,1,2,2
82.76,1.65,M,65,0,7,4,0,0,0,N,1,3,2
96.16,1.75,V,41,0,18,0,0,2,0,N,2,2,3
55.12,1.75,V,30,70,0,4,0,5,0,N,1,0,0
83.4,1.69,V,44,0,6,0,2,0,0,N,0,1,0
66.24,1.59,M,57,0,0,2,10,2,0,N,1,2,3
93.88,1.79,V,45,0,1,5,0,0,0,N,3,3,2
58.32,1.8,V,36,20,0,0,0,8,1,N,1,2,2
90.96,1.75,V,40,0,5,4,2,1,0,N,1,0,0
74.44,1.57,M,40,0,20,1,2,0,1,N,3,3,3
82.54,1.72,V,54,0,6,3,1,0,0,N,2,1,2
69.51,1.57,M,41,0,0,0,19,10,0,N,2,4,4
70.67,1.63,M,48,0,8,5,12,5,0,N,2,4,3
73.82,1.59,M,36,0,0,0,22,15,0,N,3,4,2
50.8,1.68,V,57,210,18,0,0,3,7,N,1,3,2
81.11,1.69,V,33,0,0,4,13,8,0,N,1,2,1
77.74,1.7,M,34,0,0,2,0,0,0,N,2,4,4
86.34,1.62,M,50,0,17,0,27,15,0,N,2,4,4
90.11,1.66,M,65,0,0,0,15,16,0,S,2,3,3
76.33,1.66,M,63,0,0,0,17,8,0,N,2,3,4
90.65,1.71,M,50,0,15,0,0,0,0,N,3,4,4
60.25,1.64,M,29,0,0,5,16,7,6,N,1,2,3
89.34,1.72,V,53,0,13,2,0,0,0,S,0,1,1
83.13,1.58,M,59,0,17,0,9,6,0,N,1,1,2
91.48,1.77,V,49,0,23,0,12,1,0,N,2,3,4
77.11,1.59,M,51,0,12,3,1,0,0,S,2,3,4
86.11,1.76,V,59,0,0,0,2,3,0,N,1,1,3
81.57,1.66,M,52,0,9,2,13,11,0,N,2,3,4
57.03,1.78,V,48,10,0,0,0,0,0,N,1,2,3
81.14,1.74,V,35,0,0,5,3,1,0,N,2,2,1
68.33,1.67,M,30,0,0,0,8,4,3,N,0,2,2
52.02,1.7,M,62,50,8,0,21,6,0,N,0,1,2
89.19,1.68,V,60,0,0,0,11,9,0,N,3,4,3
53.25,1.72,V,51,30,0,2,13,1,0,N,2,4,4
81.88,1.62,M,84,0,0,5,0,0,1,N,1,1,1
77.61,1.59,M,18,0,17,0,0,0,0,N,1,2,2
70.14,1.6,M,52,0,15,2,3,5,2,N,0,1,0
79.69,1.69,V,28,0,0,0,21,10,2,N,3,4,4
86.54,1.69,M,32,0,24,4,3,2,0,N,2,4,3
89.01,1.7,V,28,0,27,0,5,1,0,N,0,0,1
53.87,1.73,V,18,90,0,3,13,19,2,N,3,4,4
78.09,1.75,V,70,0,0,0,0,1,10,N,0,0,0
53.87,1.73,M,37,60,0,0,0,0,4,N,1,1,0
87.15,1.79,V,27,0,1,0,13,6,0,N,0,1,2
70.51,1.65,M,28,0,4,6,0,1,0,N,0,2,2
69.4,1.69,M,49,0,0,6,4,1,0,N,0,1,0
49,1.65,M,30,130,19,2,10,0,0,N,0,1,1
77.16,1.66,M,54,0,0,4,0,2,1,N,1,3,2
82.9,1.73,V,55,0,2,1,4,0,0,N,2,3,3
49,1.65,M,61,190,0,0,10,0,2,N,1,2,2
52.63,1.71,V,54,50,3,1,0,0,0,N,0,3,4
86.89,1.74,M,26,0,3,2,13,9,0,N,1,2,1
46.66,1.61,M,36,60,0,4,0,9,3,N,1,3,4
92.25,1.69,M,66,0,16,0,0,4,0,N,3,4,4
83.34,1.71,V,23,0,0,0,0,1,0,N,1,1,2
83.13,1.72,V,56,0,0,1,8,2,0,N,0,0,1
86.79,1.73,V,67,0,0,0,0,0,0,N,1,2,2
80.74,1.66,V,77,0,0,5,0,1,0,N,2,3,2
78.37,1.67,M,74,0,1,2,0,0,0,N,1,3,3
57.67,1.79,V,19,70,1,2,19,14,0,N,2,3,3
75.02,1.67,M,22,0,0,0,0,0,0,S,2,2,2
75.3,1.67,M,61,0,0,3,0,0,0,N,1,2,1
93.28,1.71,M,76,0,10,4,10,10,0,N,2,2,3
88.78,1.8,V,44,0,0,6,0,0,0,N,2,3,2
59.62,1.82,V,58,110,3,1,0,4,0,N,0,1,0
49.6,1.66,M,53,90,3,0,15,15,0,N,2,2,2
97.68,1.7,V,46,0,0,0,0,6,0,N,2,3,3
89.71,1.79,V,25,0,9,2,0,1,0,N,1,1,2
76.5,1.65,M,53,0,11,3,1,0,0,N,1,3,4
93.41,1.75,V,18,0,19,0,19,10,0,N,1,1,2
86.73,1.76,V,28,0,11,0,9,5,0,N,1,3,4
69.55,1.62,M,57,0,0,4,0,0,3,N,1,3,3
75.58,1.76,V,36,0,0,0,27,7,0,N,1,0,0
71.02,1.61,M,41,0,0,2,0,0,0,N,0,2,0
72.51,1.67,V,33,0,0,0,16,4,0,N,1,1,2
91.04,1.85,V,23,0,0,0,16,3,0,N,1,1,1
48.41,1.64,M,38,70,0,1,9,0,0,N,1,3,2
81.16,1.67,M,38,0,0,2,0,4,4,N,1,3,4
53.25,1.72,M,56,120,0,3,14,1,0,N,0,1,0
58.32,1.8,V,37,20,2,0,0,1,0,N,2,2,3
51.41,1.69,V,43,70,7,0,21,12,0,N,2,3,3
80.83,1.69,M,44,0,0,1,22,9,0,N,2,2,1
87.27,1.85,V,62,0,1,0,12,1,3,N,0,1,2
92.6,1.72,V,62,0,25,0,15,3,0,N,1,2,0
91.57,1.75,V,48,0,3,0,5,0,0,N,2,2,1
58.32,1.8,V,29,60,1,0,0,7,0,N,1,2,0
103.56,1.88,V,21,0,0,0,4,4,0,N,3,3,3
47.82,1.63,M,26,50,4,0,34,25,0,N,0,1,2
85.97,1.66,M,18,0,3,2,0,7,0,S,1,1,0
61.61,1.85,V,35,50,1,0,12,23,0,N,1,3,3
62.14,1.54,M,27,0,10,3,0,0,0,N,0,0,2
44.94,1.58,M,38,110,9,4,14,10,1,N,3,4,3
85.9,1.73,M,39,0,8,6,0,0,0,N,2,3,1
70.67,1.63,M,18,0,13,4,26,14,NA,S,1,2,3
82.46,1.71,M,54,0,2,0,12,0,0,N,3,4,4
70.24,1.65,V,21,0,1,4,0,1,0,N,0,1,1
74.5,1.6,M,45,0,8,1,14,9,0,N,0,2,3
110.16,1.8,V,47,0,0,0,0,10,1,N,4,4,4
87.35,1.76,V,53,0,23,6,0,0,0,N,1,2,2
75.43,1.61,M,27,0,0,0,0,0,0,N,2,4,2
54.5,1.74,V,36,70,0,4,5,0,0,N,2,2,1
56.39,1.77,V,46,40,13,0,0,4,0,N,1,3,3
75.58,1.62,M,21,0,8,0,14,3,0,N,1,2,3
44.37,1.57,M,61,50,0,5,4,3,1,N,3,4,3
79.31,1.68,V,40,0,0,0,0,2,0,N,0,2,2
82.83,1.69,M,47,0,0,0,2,0,0,N,1,2,2
70.14,1.63,M,24,0,8,0,14,1,2,N,2,3,4
93.1,1.83,V,58,0,0,3,11,5,0,N,1,2,1
77.64,1.57,M,74,0,11,1,0,2,0,N,2,3,4
101.02,1.86,V,50,0,3,5,0,3,0,N,2,2,2
52.02,1.7,V,65,40,6,0,5,5,0,N,1,1,3
88.2,1.75,M,18,0,8,2,1,2,0,N,0,1,0
94.93,1.77,V,30,0,0,0,0,7,0,N,2,2,3
76.69,1.67,M,18,0,6,0,3,5,0,N,0,0,0
89.83,1.64,M,52,0,41,2,0,0,3,N,3,4,3
78.99,1.72,V,26,0,18,5,15,4,0,N,1,4,4
74.58,1.59,M,52,0,0,4,0,0,0,N,2,2,1
92.64,1.74,V,46,0,2,1,3,0,0,N,2,2,0
76.73,1.61,M,28,0,9,4,0,5,0,N,2,3,2
69.02,1.59,M,21,0,6,2,0,0,0,N,0,1,1
55.12,1.75,V,49,220,0,3,5,0,0,N,1,1,1
61.61,1.85,V,46,30,2,0,21,7,0,N,3,3,4
57.67,1.79,V,43,40,0,0,4,3,0,N,1,2,1
53.25,1.72,V,61,70,0,0,0,7,0,N,2,3,2
61.61,1.85,V,27,10,0,1,0,0,0,N,2,2,2
69.02,1.62,M,40,0,0,0,13,0,0,N,2,2,2
95.07,1.82,V,61,0,0,1,4,5,0,N,1,3,2
106.38,1.79,V,57,0,0,1,11,11,0,N,3,3,3
56.06,1.6,M,64,10,4,0,0,12,0,N,0,3,4
73.6,1.63,M,53,0,0,0,28,14,0,N,1,3,3
77.25,1.67,M,36,0,0,4,4,1,0,N,0,0,1
59.62,1.82,V,60,170,6,0,0,0,1,N,2,4,4
99.01,1.79,V,18,0,1,2,0,15,0,N,1,3,3
77.25,1.67,M,52,0,0,0,14,3,0,N,1,2,0
85.4,1.69,M,47,0,8,4,0,0,0,N,2,3,4
88.11,1.82,V,59,0,3,0,11,2,0,N,0,0,0
91.88,1.75,V,41,0,5,0,4,2,1,N,2,3,1
102.06,1.72,M,22,0,0,0,0,7,0,N,3,3,3
81.3,1.63,M,39,0,12,6,0,5,0,N,1,2,2
95.68,1.68,M,29,0,22,5,7,17,0,N,2,3,2
48.41,1.64,M,36,90,14,0,12,5,0,N,1,2,3
96.18,1.77,V,22,0,1,2,9,12,0,N,3,4,4
65.02,1.6,M,29,0,0,4,0,0,NA,N,0,0,0
47.82,1.63,M,54,140,12,3,0,0,5,N,1,2,3
74.91,1.61,M,59,0,0,4,4,8,0,N,2,3,2
82.09,1.76,V,66,0,0,0,13,2,0,N,0,0,0
78.64,1.63,M,31,0,11,2,3,0,0,N,4,4,4
73.96,1.64,M,28,0,0,2,1,3,4,N,1,1,1
83.26,1.74,V,31,0,3,3,6,4,0,N,3,4,3
87.57,1.72,M,26,0,23,3,10,1,0,N,2,2,1
72.45,1.6,M,38,0,2,4,0,1,0,N,1,2,1
83.31,1.65,M,18,0,0,0,6,9,0,N,2,2,1
96.88,1.8,V,37,0,10,2,9,8,0,N,1,3,3
94.1,1.78,V,28,0,12,0,0,1,0,N,2,4,4
80.81,1.73,V,18,0,0,1,0,0,0,N,1,3,3
85.34,1.67,M,30,0,33,0,9,2,0,N,2,3,4
46.08,1.6,M,22,20,0,0,21,8,0,N,1,2,2
81.21,1.7,V,34,0,9,6,7,6,0,N,1,3,4
54.5,1.74,V,26,30,0,4,18,6,0,N,1,2,2
77.68,1.62,M,52,0,0,0,0,1,0,N,1,2,2
101.89,1.68,V,36,0,18,0,21,24,0,N,1,2,0
71.94,1.6,M,29,0,0,4,0,0,0,N,2,4,4
89.67,1.78,V,42,0,4,0,18,2,0,N,2,1,1
88.9,1.76,M,25,0,3,0,11,6,0,N,1,1,1
74.18,1.67,M,22,0,0,0,2,0,0,N,0,2,0
81.06,1.79,V,18,0,0,6,0,0,0,N,2,4,2
55.12,1.75,V,75,30,11,9,0,0,0,N,0,0,0
99.46,1.83,V,66,0,0,0,0,0,0,N,0,2,2
71.95,1.67,M,18,0,0,0,8,1,0,N,0,2,2
86.98,1.72,V,56,0,4,3,0,3,0,N,0,0,1
77.38,1.77,V,44,0,0,0,7,1,2,N,1,1,1
82.84,1.64,M,75,0,0,4,0,2,0,N,2,4,3
53.87,1.73,V,33,20,0,0,17,5,0,N,1,3,3
49.6,1.66,V,51,60,0,0,10,4,6,N,1,3,3
50.2,1.67,M,71,110,5,3,0,10,1,N,1,2,2
74.68,1.66,V,41,0,0,5,0,1,3,N,2,4,4
68.69,1.61,M,45,0,0,1,5,0,0,N,2,4,4
44.37,1.57,M,42,40,7,0,8,0,0,N,0,2,1
95.08,1.7,V,34,0,2,4,0,14,1,N,1,2,1
74.95,1.66,V,36,0,0,4,0,0,0,N,2,4,4
49.6,1.66,M,32,70,0,0,0,4,0,N,0,2,1
84.22,1.75,V,34,0,0,7,0,6,0,N,0,2,0
55.12,1.75,V,43,140,0,4,17,3,0,N,0,1,1
80.76,1.72,V,48,0,0,1,3,1,0,N,2,4,3
95.9,1.8,V,61,0,0,5,11,15,0,N,0,0,1
84.11,1.68,V,18,0,0,0,0,4,0,N,2,1,2
56.39,1.77,V,44,50,0,0,0,1,0,N,1,2,1
47.24,1.62,M,49,50,0,0,4,0,0,N,0,1,1
52.63,1.71,V,41,30,0,0,12,8,0,N,2,2,2
50.2,1.67,M,18,50,0,1,0,4,8,N,1,2,1
90.17,1.7,V,50,0,0,0,0,9,0,N,0,0,0
93.64,1.8,V,58,0,0,0,0,0,0,N,1,2,2
95.26,1.8,V,48,0,0,0,14,8,0,N,2,4,3
78.02,1.61,M,28,0,13,0,17,10,1,N,2,3,4
103.35,1.82,V,69,0,4,1,20,16,0,N,3,3,3
85.79,1.72,V,23,0,0,0,3,4,0,N,2,4,4
48.41,1.64,M,37,30,32,0,7,10,0,N,0,2,2
78.64,1.63,M,87,0,6,6,0,0,0,N,2,4,2
49.6,1.66,V,67,210,16,0,27,5,0,N,1,1,1
55.12,1.75,V,18,70,0,3,0,14,0,N,0,0,0
88.03,1.77,V,53,0,0,2,0,0,1,N,0,1,0
82.24,1.72,M,48,0,0,0,3,0,0,N,2,3,2
79.61,1.76,V,41,0,0,0,13,3,2,N,0,2,3
46.66,1.61,M,30,10,3,6,0,4,0,N,0,0,0
57.67,1.79,V,42,100,14,4,26,12,0,S,0,1,1
77.16,1.66,M,20,0,0,1,8,7,0,N,1,1,1
48.41,1.64,M,66,40,5,0,19,4,0,N,1,4,4
78.73,1.62,M,42,0,11,2,0,0,0,N,2,1,2
72.7,1.62,M,28,0,7,8,0,3,0,N,1,1,1
47.24,1.62,M,42,20,0,1,18,1,0,N,1,2,4
52.02,1.7,V,61,10,7,7,19,1,0,N,2,1,1
46.66,1.61,M,62,220,0,4,0,0,6,N,2,3,4
78.66,1.71,V,41,0,0,0,1,0,0,N,0,2,1
72.26,1.69,V,25,0,2,7,0,0,0,N,0,1,0
104.65,1.8,V,46,0,10,0,14,10,0,N,3,3,2
77.5,1.61,M,49,0,1,0,17,15,0,N,1,2,2
82.54,1.69,M,55,0,0,3,0,4,1,N,2,4,3
57.67,1.79,V,26,90,15,0,18,13,0,S,0,1,1
48.41,1.64,M,58,180,0,3,14,0,0,N,1,1,1
47.24,1.62,M,29,50,16,3,0,0,0,N,0,0,1
104.7,1.76,V,31,0,3,0,1,8,0,N,2,2,0
70.76,1.61,M,44,0,0,0,9,3,0,N,0,0,0
73.5,1.75,V,33,0,0,3,8,0,0,N,0,2,3
80.81,1.73,V,30,0,0,2,11,15,4,N,0,1,0
55.12,1.75,V,43,50,0,3,0,10,3,N,3,3,4
76.85,1.59,M,40,0,8,2,10,7,0,N,0,2,1
97.12,1.83,V,62,0,11,3,11,2,0,N,2,3,2
93.08,1.73,V,52,0,4,2,12,7,0,N,2,3,2
79.11,1.69,M,62,0,0,4,0,5,0,N,1,3,4
89.84,1.65,M,63,0,0,0,16,20,0,N,1,4,4
90.14,1.76,V,45,0,0,1,0,0,0,S,2,3,3
44.37,1.57,M,28,100,0,0,0,0,0,N,0,2,3
50.8,1.68,M,27,30,0,10,7,0,NA,N,3,4,4
50.8,1.68,V,49,80,19,0,0,0,2,N,2,4,3
86.7,1.7,V,44,0,8,1,7,6,0,N,1,2,2
73.02,1.66,M,48,0,5,2,8,0,4,N,1,2,3
78.37,1.71,V,33,0,0,3,0,0,0,N,2,2,3
57.03,1.78,V,43,50,2,0,17,2,0,N,1,2,2
57.67,1.79,V,18,10,0,6,0,2,0,N,0,3,4
85.8,1.76,V,49,0,0,0,3,4,0,N,0,1,0
80.83,1.69,M,49,0,8,4,0,0,1,N,0,0,0
47.82,1.63,M,23,40,10,6,0,0,0,N,2,2,1
71.15,1.58,M,39,0,0,0,9,9,4,N,2,4,3
82.55,1.67,M,33,0,0,6,12,16,0,N,1,3,2
64.14,1.67,M,27,0,3,8,0,0,5,N,0,2,2
88.59,1.73,V,36,0,0,3,9,12,0,N,3,4,4
91.26,1.75,M,68,0,0,2,0,5,0,N,1,2,3
57.03,1.78,V,70,110,13,0,0,0,5,N,1,2,2
66.36,1.92,V,32,70,7,2,14,0,0,N,2,4,4
50.2,1.67,M,39,120,0,1,0,3,4,N,2,4,4
95.44,1.83,V,45,0,9,1,7,0,0,N,2,4,4
82.7,1.68,M,51,0,0,0,13,7,0,N,1,2,1
57.67,1.79,V,49,40,6,0,17,1,0,N,1,1,1
81.23,1.64,M,44,0,2,0,0,9,0,N,0,1,3
90.65,1.71,M,46,0,11,5,7,9,0,N,3,4,4
78.9,1.7,V,29,0,0,0,0,0,0,N,0,3,3
75.69,1.69,M,28,0,1,3,4,0,0,N,2,4,4
57.67,1.79,V,54,110,17,0,0,2,8,N,1,3,4
101.71,1.78,V,29,0,14,0,8,7,0,N,2,3,3
72.15,1.65,M,49,0,9,0,6,0,0,N,1,3,3
97,1.66,V,47,0,10,0,0,14,0,N,2,1,3
77.16,1.62,M,35,0,0,6,5,5,0,N,1,1,0
49,1.65,M,18,140,12,0,7,0,0,N,0,1,1
87.49,1.68,V,35,0,17,5,12,12,0,N,1,1,0
100.3,1.66,V,59,0,8,0,14,9,0,N,3,3,0
77.62,1.68,M,55,0,0,3,19,10,0,N,3,3,4
83.34,1.77,V,44,0,0,1,10,4,1,N,1,3,4
70.01,1.76,V,49,0,0,6,11,1,0,N,0,2,2
87.04,1.76,V,42,0,2,2,0,0,0,S,0,2,2
82.24,1.72,V,55,0,9,1,7,2,0,N,1,3,3
75.15,1.71,M,31,0,6,3,20,11,4,N,1,1,1
105.49,1.81,M,35,0,0,2,24,25,0,N,2,3,4
88.25,1.69,M,64,0,13,2,0,0,0,N,2,1,1
80.84,1.74,V,35,0,0,3,5,7,4,N,1,2,2
62.13,1.7,M,22,0,0,0,12,1,8,N,2,4,4
94.12,1.84,V,32,0,3,3,0,0,0,N,3,4,3
46.08,1.6,M,29,30,9,0,11,4,0,N,0,0,0
81.44,1.67,V,49,0,4,0,0,0,0,N,3,4,4
74.13,1.63,M,28,0,0,2,5,5,1,N,0,0,0
84.22,1.75,M,75,0,0,1,4,0,0,N,0,2,2
85.2,1.72,V,26,0,4,3,2,3,0,N,2,4,4
88.46,1.72,M,38,0,10,0,5,6,0,N,0,1,1
91,1.79,V,47,0,12,6,0,0,0,N,0,0,1
49.6,1.66,M,45,60,9,0,10,3,0,N,3,4,4
55.12,1.75,V,62,200,1,3,8,4,0,N,1,3,3
76.69,1.67,M,18,0,0,3,0,3,0,N,0,0,0
53.87,1.73,V,43,80,9,4,0,2,0,N,2,2,2
85.86,1.8,V,18,0,0,5,4,0,0,N,2,3,3
56.39,1.77,V,21,230,0,6,0,0,0,N,1,1,1
84.11,1.68,V,23,0,0,0,1,4,0,N,2,3,4
94.16,1.74,V,26,0,3,0,6,10,2,N,0,1,0
82.57,1.64,M,18,0,15,5,0,6,0,N,3,4,4
55.76,1.76,V,43,110,14,0,8,5,0,N,0,0,0
86.83,1.8,V,18,0,0,3,11,4,0,N,0,1,0
90.23,1.77,V,33,0,4,0,9,8,0,N,1,1,2
50.8,1.68,M,43,20,16,0,1,0,0,N,3,4,4
80.04,1.62,M,31,0,0,4,0,6,0,N,1,0,1
54.5,1.74,M,64,50,0,1,0,1,0,N,0,0,0
78.83,1.69,V,54,0,10,1,10,9,6,N,0,1,0
86.29,1.74,V,39,0,0,3,3,0,3,N,1,2,1
58.32,1.8,V,41,50,7,5,3,5,0,N,1,4,4
48.41,1.64,M,33,90,0,0,0,0,1,N,1,4,4
75.44,1.72,V,37,0,17,1,16,5,9,N,1,3,2
52.02,1.7,M,21,80,14,3,22,14,0,N,1,2,2
71.87,1.65,M,52,0,0,2,1,0,3,N,1,1,1
78.32,1.7,M,18,0,1,2,0,2,0,N,0,0,1
49.6,1.66,M,44,60,0,2,0,0,0,N,1,3,3
55.12,1.75,M,37,220,0,0,3,6,5,N,1,2,1
55.76,1.76,V,45,10,11,0,12,1,2,N,2,2,1
78.09,1.67,M,22,0,0,2,0,0,0,N,0,0,0
75.4,1.69,M,32,0,0,0,20,3,0,N,0,1,0
83.95,1.67,M,63,0,0,4,0,0,2,N,1,2,2
83.04,1.71,V,51,0,0,1,0,0,1,N,0,3,3
84.9,1.77,V,42,0,21,0,25,5,0,N,1,2,3
46.08,1.6,M,27,50,0,0,5,0,0,N,2,3,2
73.48,1.62,M,43,0,2,0,0,0,0,N,1,3,2
83.72,1.72,V,45,0,15,0,7,1,0,N,1,1,2
72.22,1.57,M,45,0,10,5,0,9,0,N,0,1,1
89.42,1.75,V,26,0,6,1,10,10,0,N,0,2,2
79.59,1.68,V,59,0,7,0,11,0,0,N,3,2,2
78.4,1.72,V,41,0,0,0,0,1,0,N,2,4,4
73.74,1.56,M,47,0,10,3,4,4,0,N,3,4,4
75.78,1.66,M,52,0,0,0,13,3,NA,N,0,1,1
98.5,1.8,V,52,0,0,4,15,12,0,N,1,2,0
77.05,1.65,M,27,0,0,6,0,4,0,N,0,2,1
89.19,1.73,V,64,0,0,1,1,4,0,N,1,2,2
48.41,1.64,M,33,110,0,2,17,2,0,N,0,1,0
94.3,1.89,V,40,0,4,1,12,0,0,N,1,2,2
81.77,1.77,V,42,0,0,0,11,3,2,N,0,2,1
81.76,1.64,M,35,0,0,0,0,7,0,N,1,2,0
56.39,1.77,V,29,30,16,0,24,14,1,N,3,2,1
69.99,1.61,M,63,0,0,6,4,0,0,N,0,0,1
64.92,1.75,V,43,0,0,3,20,5,8,N,1,3,4
53.25,1.72,M,36,80,0,1,10,0,0,N,0,2,1
52.63,1.71,V,35,30,1,2,8,0,0,N,1,3,3
81.01,1.66,V,44,0,10,1,0,0,0,N,1,2,2
87.11,1.69,M,33,0,0,3,0,9,0,N,3,4,4
83.64,1.76,M,36,0,5,6,0,0,0,N,2,4,4
65.28,1.6,M,24,0,3,2,7,0,0,N,1,2,1
73.49,1.56,M,18,0,3,3,0,6,4,N,3,3,3
89.21,1.76,V,50,0,0,4,1,4,0,S,1,0,0
75.96,1.65,M,20,0,0,4,4,0,0,N,3,4,4
80.21,1.73,V,43,0,1,0,15,0,0,N,1,2,2
91.75,1.67,V,44,0,15,0,13,7,0,N,1,2,1
93.43,1.67,V,35,0,0,0,1,11,0,N,1,1,1
89.42,1.8,V,18,0,0,3,5,0,0,N,2,2,3
86.7,1.7,M,45,0,0,0,6,6,0,N,2,2,3
93.04,1.81,V,18,0,0,0,17,7,0,N,1,3,3
90.45,1.76,V,25,0,12,4,0,0,0,N,0,1,1
88.89,1.71,V,54,0,9,0,11,4,0,N,2,2,3
78.88,1.59,M,50,0,16,2,0,7,0,N,2,2,2
83.34,1.71,V,46,0,0,3,6,7,0,N,1,1,1
53.55,1.72,V,27,10,2,4,0,0,0,N,1,0,0
74.23,1.64,V,27,0,0,7,0,5,0,N,2,2,3
44.94,1.58,M,39,160,7,0,9,7,0,N,2,4,4
56.39,1.77,V,45,150,1,5,2,4,0,N,2,1,1
53.87,1.73,V,33,90,14,0,0,0,0,N,0,2,4
70.86,1.62,M,52,0,0,2,8,3,0,N,0,1,0
49.6,1.66,M,42,120,15,0,14,5,0,N,2,3,4
91.07,1.76,V,52,0,0,4,0,0,0,N,1,0,0
44.37,1.57,M,73,110,0,0,30,8,0,N,1,2,2
92.19,1.7,M,18,0,4,1,7,14,0,N,1,1,0
57.67,1.79,V,41,50,7,0,0,9,4,N,1,2,4
88.16,1.72,V,18,0,0,0,10,9,0,N,0,0,0
80.15,1.64,M,75,0,0,0,12,9,5,S,3,4,4
91.12,1.72,V,35,0,0,0,22,19,0,S,1,1,1
54.5,1.74,V,29,10,0,4,0,4,0,N,2,4,3
83.31,1.79,V,30,0,0,6,0,1,4,N,2,3,3
103.29,1.78,V,47,0,7,0,12,13,0,N,1,2,3
73.43,1.64,M,37,0,5,7,0,0,0,N,0,1,2
81.58,1.71,M,20,0,0,2,11,9,0,N,3,4,4
48.41,1.64,M,35,30,17,0,0,2,2,N,1,2,1
91.88,1.73,V,27,0,0,0,0,8,0,N,4,4,4
74.13,1.63,M,56,0,16,0,9,0,0,N,0,2,2
68.61,1.6,M,53,0,15,1,0,1,6,N,0,1,2
61.61,1.85,V,42,20,0,4,12,9,3,N,3,4,4
44.94,1.58,M,46,30,0,6,0,1,0,N,0,1,1
69.96,1.54,M,39,0,0,1,0,6,0,N,1,2,2
70.2,1.54,M,68,0,3,3,11,6,0,N,1,3,3
88.28,1.76,V,42,0,0,1,0,0,0,N,0,0,0
79.4,1.69,M,25,0,3,0,12,4,0,N,1,2,1
64,1.6,M,18,0,0,1,0,0,0,N,0,2,3
99.59,1.81,V,69,0,0,5,0,3,1,N,3,4,4
97.08,1.79,V,37,0,0,0,12,11,0,N,0,1,1
78.14,1.65,V,41,0,7,0,0,1,0,N,0,0,0
69.89,1.6,M,42,0,0,5,0,0,3,N,2,2,0
45.51,1.59,M,51,80,1,3,7,1,0,N,1,4,3
54.5,1.74,V,32,90,0,0,6,2,0,N,0,2,3
83.5,1.73,V,55,0,14,0,20,0,0,N,1,2,1
85.23,1.79,V,20,0,7,4,9,6,0,N,2,3,4
63.96,1.59,M,52,0,0,5,14,1,0,N,1,2,2
81,1.68,M,18,0,13,1,1,0,0,N,1,3,3
91.52,1.71,V,18,0,21,0,0,0,0,N,2,3,3
81.67,1.65,M,37,0,16,3,0,1,0,N,0,1,2
71.87,1.65,M,19,0,0,2,15,6,0,N,1,0,1
55.12,1.75,V,65,30,0,1,3,6,2,N,1,4,4
82.98,1.68,M,46,0,0,0,0,0,2,N,2,2,1
57.67,1.79,V,18,160,0,1,0,6,7,N,0,2,4
